nome,tipo,indirizzo_stradale,comune,provincia,cap,lat,lon
"Al Graspo","restaurant","Piazza Calderini","Garda","Verona","37016","45.5754683","10.7084577"
"Giuly","restaurant","Via Venti Settembre","Magugnano","Verona","37010","45.7074556","10.7661091"
"Il Vapor","restaurant","Via Venti Settembre","Magugnano","Verona","37010","45.7075731","10.7661583"
"La Roche","restaurant","Via Venti Settembre","Magugnano","Verona","37010","45.7066687","10.7656523"
"","restaurant","Via Val di Gazo","Bardolino","Verona","37011","45.5540793","10.7343114"
"Trattoria Bar Panoramico Crero","restaurant","Via per Crero","Torri del Benaco","Verona","37010","45.6391271","10.7115832"
"Al Paradiso","restaurant","Via Porta del Lion","Lazise","Verona","37017","45.5044431","10.7332255"
"","restaurant","Strada Provinciale Monte Baldo","Ferrara di Monte Baldo","Verona","37020","45.7086378","10.8611336"
"La Terrazza di Cisano","restaurant","Lungolago Alessandro","Cisano","Verona","37011","45.524637","10.7275307"
"Regnum","restaurant","Via Gian Matteo Giberti","Verona","Verona","37122","45.4344928","10.986929"
"La Bastia","restaurant","Via Bastia","Valeggio sul Mincio","Verona","37067","45.3526421","10.7314795"
"Pizzeria da Gaetano 2","restaurant","Via Magenta","Villafranca di Verona","Verona","37069","45.3560956","10.8389433"
"Pico Verde","restaurant","Via Ossario","Sommacampagna","Verona","37062","45.3772784","10.7909035"
"Country House Casino di Caccia","restaurant","Strada comunale detta per Bagolina e pel Cappello","Sommacampagna","Verona","37066","45.3881067","10.8005504"
"Berna","restaurant","Via Roma","Erbezzo","Verona","37020","45.6408141","11.0010002"
"Trattoria Busocaldo","restaurant","Via Strada Massoni","Peschiera del Garda","Verona","37019","45.4352557","10.6473909"
"Markas","restaurant","Via Bengasi","Verona","Verona","37135","45.4054307","10.9917921"
"Pizzeria l'angolo verde","restaurant","Via Albarin","Negrar di Valpolicella","Verona","37024","45.5779634","10.9594769"
"","restaurant","Via Proale","Negrar di Valpolicella","Verona","37024","45.5686469","10.9573021"
"Pizzeria Ristorante Mazzi","restaurant","Corte Mazzi","Valeggio sul Mincio","Verona","37067","45.3324585","10.7537902"
"Al Gavinel","restaurant","Via Ceredo","Sant'Anna d'Alfaedo","Verona","37020","45.6221808","10.9731318"
"Cà Persiane","restaurant","Località Cà Persiane","Cavaion Veronese","Verona","37013","45.5306572","10.7783284"
"Paglia e Fieno","restaurant","Via San Zeno","Cerea","Verona","37053","45.2046867","11.2029775"
"Nouvelle Rose","restaurant","Via Libertà","Cerea","Verona","37053","45.1946131","11.2138673"
"Trattoria Tre Marchetti","restaurant","Vicolo Tre Marchetti","Verona","Verona","37121","45.4398407","10.9942903"
"Golden Beach","restaurant","Via Gardesana","Lazise","Verona","37017","45.497629","10.7332666"
"Ristorante La Pergola","restaurant","Via Gardesana","Lazise","Verona","37017","45.4960624","10.7378558"
"Bar Pizzeria Gelateria Galetto","restaurant","Piazza San Rocco","Valeggio sul Mincio","Verona","37067","45.3553826","10.7325571"
"Origano","restaurant","Via Gasparina","Castelnuovo del Garda","Verona","37014","45.4534346","10.7027233"
"Osteria Paverno","restaurant","Via Paverno","Valgatara","Verona","37020","45.5381697","10.913033"
"Rose e basilico","restaurant","Piazza Roma","Negrar di Valpolicella","Verona","37024","45.5310122","10.9369052"
"Superpizza","restaurant","Via Giuseppe Mazzini","Valeggio sul Mincio","Verona","37067","45.3523624","10.7376929"
"Osteria al Vicolo","restaurant","Via Venti Settembre","Garda","Verona","37016","45.5743818","10.7093892"
"Kobe","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.4336021","10.9895584"
"Al Forte","restaurant","Località Telegrafo","Pastrengo","Verona","37010","45.4895987","10.8100508"
"Ristorante Caserma Leopold","restaurant","Località Telegrafo","Pastrengo","Verona","37010","45.485438","10.8044923"
"Trattoria alla Madonna","restaurant","Via Venticinque Aprile","Pastrengo","Verona","37010","45.4919642","10.8001305"
"Pizzeria Gardesana","restaurant","Via Monte Sabotino","Bussolengo","Verona","37012","45.468841","10.8545758"
"Bar Ristorante DA RIGO","restaurant","Via Guglielmo Marconi","Cavaion Veronese","Verona","37010","45.5223445","10.8028365"
"Ostregheteria Sottoriva 23","restaurant","Via Don Bassi","Verona","Verona","37121","45.4451016","11.0004575"
"Pizzeria Trattoria Gaon","restaurant","Via Val dei Molini","Rubiana","Verona","37013","45.6140652","10.7973205"
"L'Isola della Pizza","restaurant","Via Stazione","Villafranca di Verona","Verona","37062","45.3906062","10.9157535"
"Pizzeria da Paolo","restaurant","Via Cavour","Villafranca di Verona","Verona","37062","45.3961769","10.912494"
"Sushi Home","restaurant","Via Città di Nimes","Verona","Verona","37122","45.4330117","10.9842333"
"Ristorante Cavour","restaurant","Via Cavour","Villafranca di Verona","Verona","37062","45.3968256","10.9146521"
"Olioso","restaurant","Via Frassino","Peschiera del Garda","Verona","37019","45.429429","10.6771151"
"Trattoria Vecio Balilla","restaurant","Via Cesare Battisti","Isola della Scala","Verona","37063","45.2728124","11.0071909"
"Agriturismo il Porcellino","restaurant","Via San Vincenzo","Verona","Verona","37142","45.4963376","11.0026277"
"Ristorante Ciccarelli","restaurant","Via Mantovana","Verona","Verona","37062","45.405572","10.928814"
"Bellavista","restaurant","Strada Provinciale 16","San Mauro di Saline","Verona","37030","45.5476772","11.1209633"
"Bettola","restaurant","SP36","Tregnago","Verona","37030","45.5451398","11.1263203"
"Pizzeria Trattoria Maestà","restaurant","Via Mantovana","Verona","Verona","37137","45.4212096","10.9538658"
"Pizzeria La Sorpresa","restaurant","Via Cavour","Villafranca di Verona","Verona","37062","45.3957241","10.9126699"
"L'ate della pizza","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.5481484","10.7196128"
"Osteria del Lago","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.5483058","10.7199077"
"Ristorante Pizzeria Casanova","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.548399","10.7198524"
"Ristorante Bar Pizzeria La lanterna","restaurant","Via Goffredo Mameli","Bardolino","Verona","37011","45.5482905","10.7196281"
"Free Food","restaurant","Viale Thomas Edison","Zevio","Verona","37059","45.3620533","11.0462919"
"Osteria Giulietta e Romeo","restaurant","Corso Sant'Anastasia","Verona","Verona","37121","45.4443078","10.997998"
"Bar Trattoria Il Cavallino","restaurant","Via Giuseppe Verdi","Valeggio sul Mincio","Verona","37067","45.3556913","10.7329391"
"Residenza Vecelli Cavriani","restaurant","Via Caterina Bon Brenzoni","Mozzecane","Verona","37060","45.3090179","10.8170729"
"Corte Trebisonda","restaurant","Via Postumia","Villafranca di Verona","Verona","37062","45.3284254","10.8043218"
"Ristorante Pizzeria Almarò","restaurant","Via Custoza","Villafranca di Verona","Verona","37069","45.3550441","10.8371145"
"Osteria Locandina Cappello","restaurant","Via Cappello","Verona","Verona","37121","45.44138","10.9987013"
"Azienda Agrituristica Corte Vecia","restaurant","Via Sasse","Verona","Verona","37132","45.4133576","11.0531762"
"La lanterna","restaurant","Via Berto Barbarani","Verona","Verona","37123","45.4418158","10.9820337"
"Trattoria Monte San Pietro","restaurant","Via Campanari","Badia Calavena","Verona","37030","45.5669156","11.1640513"
"Pizzeria Da Gianni","restaurant","Piazza Umberto I","San Giovanni Lupatoto","Verona","37057","45.3817316","11.0466703"
"Agriturismo l'Incanto","restaurant","SC","Campofontana","Verona","37030","45.6411804","11.1510354"
"Trattoria Ruzzenente","restaurant","Via Duca degli Abruzzi","Villafranca di Verona","Verona","37069","45.3270557","10.8335109"
"Menta e Rosmarino","restaurant","Via Marin Faliero","Verona","Verona","37138","45.4517965","10.9668316"
"Bar-Pizzeria La Rotonda","restaurant","Via Roverè Mille","Roverè Veronese","Verona","37028","45.5934345","11.0747149"
"Hotel Ristorante Centrale","restaurant","Viale della Rimembranza","Roverè Veronese","Verona","37028","45.5935716","11.0657281"
"San Matteo Church","restaurant","Vicolo San Matteo","Verona","Verona","37121","45.4418376","10.9938715"
"Ci sta","restaurant","Via Leoni","Verona","Verona","37121","45.4402313","10.9996099"
"Terrazza Bar Al Ponte","restaurant","Via Ponte Pietra","Verona","Verona","37121","45.4472143","10.9996886"
"Ristorante Bar Graziano e Loretta","restaurant","Via Caterina Bon Brenzoni","Mozzecane","Verona","37060","45.3112862","10.8188835"
"Spizzati","restaurant","Via Antonio Murari","Valeggio sul Mincio","Verona","37067","45.3574094","10.7348652"
"Agriturismo Le Bianchette","restaurant","Stradella Bianchette","Sommacampagna","Verona","37066","45.3741946","10.8108922"
"Ristorante al Tesoro","restaurant","Via Fiorita","Sant'Anna d'Alfaedo","Verona","37020","45.5978539","10.9563777"
"Ristoro Martin Pescatore","restaurant","Via Quattro Novembre","Castel d'Azzano","Verona","37060","45.3537009","10.9402618"
"Pizzeria Putapariò","restaurant","Via Colonnello Giovanni Fincato","Verona","Verona","37131","45.4494643","11.0201087"
"Agriturismo Principe Amedeo","restaurant","Via Staffalo","Sommacampagna","Verona","37066","45.391566","10.8019358"
"Oasi","restaurant","Via Vittorio Veneto","Bagnolo","Verona","37060","45.2724164","10.8929926"
"Da Franco","restaurant","Via dell'Industria","Pradelle","Verona","37060","45.2805684","10.8780408"
"Da Ferruccio","restaurant","Via 9 Maggio","Pradelle","Verona","37060","45.2843202","10.8684259"
"Antica Trattoria da Costa","restaurant","Via Guglielmo Marconi","Tormine","Verona","37122","45.2877378","10.8227633"
"La vineria vini sfusi in bottiglia","restaurant","Via Caterina Bon Brenzoni","Mozzecane","Verona","37060","45.3114279","10.819018"
"Pizzeria al taglio Lobbia (S.N.C.)","restaurant","Stradella Lobbia","Verona","Verona","37139","45.444083","10.943647"
"","restaurant","Via Brolo","Cavalcaselle","Verona","37014","45.425764","10.7161869"
"Pizzeria Ristorant Rosati","restaurant","Via Caterina Bon Brenzoni","Mozzecane","Verona","37060","45.3094309","10.8177722"
"Pizzeria Due Forni","restaurant","Corso Giuseppe Garibaldi","Villafranca di Verona","Verona","37069","45.3504661","10.8472443"
"Classique Cafè Restaurant","restaurant","Via Albarello","Lazise","Verona","37017","45.5062917","10.7309982"
"Ai Tre Volti","restaurant","Via Angelo Messedaglia","Villafranca di Verona","Verona","37069","45.3490513","10.8464604"
"Bar Trattoria Corte Girlanda","restaurant","Strada Bresciana","Verona","Verona","37139","45.4466813","10.8988063"
"La bottega della pizza - Bar enoteca","restaurant","Via Roma","Quistello","Verona","37060","45.3041697","10.8137891"
"Pizza al taglio ""Doppio Zero""","restaurant","Via Caterina Bon Brenzoni","Mozzecane","Verona","37060","45.3099154","10.8177578"
"Restaurant Al Bacio","restaurant","Via Paina","Malcesine","Verona","37018","45.7666441","10.8101608"
"Ristaurante al Castello","restaurant","Via Porta del Lion","Lazise","Verona","37017","45.5042177","10.7330339"
"Il Cenacolo","restaurant","Via Teatro Filarmonico","Verona","Verona","37121","45.4391082","10.991162"
"Antico Caffe Dante","restaurant","Piazza dei Signori","Verona","Verona","37121","45.4435421","10.9977804"
"La Cantina del 15","restaurant","Corso Castelvecchio","Verona","Verona","37121","45.4390555","10.9875826"
"","restaurant","Via Fontane","Pastrengo","Verona","37010","45.4954196","10.8001657"
"Asso de Cope","restaurant","Via Rinaldo da Villafranca","Villafranca di Verona","Verona","37069","45.3490927","10.8443287"
"Ristorante La Ginestra","restaurant","Corso Milano","Verona","Verona","37138","45.4434585","10.9688369"
"Assaporito","restaurant","Viale del Lavoro","Verona","Verona","37135","45.4138645","10.9788092"
"Tratoria ""Poci""","restaurant","Via San Sebastiano","Cologna Veneta","Verona","37044","45.3178061","11.4297949"
"Pergolo","restaurant","Calle Prima","Lazise","Verona","37017","45.50565","10.7323991"
"Pizzeria Pan Per Focaccia","restaurant","Via Francesco Feliciano Scolari","Lazise","Verona","37017","45.5061082","10.7333637"
"Ristorante Antico ristoro","restaurant","Strada comunale n.79 dei Gazzini","Sommacampagna","Verona","37060","45.3798634","10.7844142"
"Signorvino","restaurant","Corso Porta Nuova","Verona","Verona","37122","45.4379781","10.9912504"
"Lao di Fang - ristorante cinese","restaurant","Via Primo Maggio","Bussolengo","Verona","37012","45.4484731","10.8682212"
"","restaurant","Via Custoza","Villafranca di Verona","Verona","37062","45.3613263","10.798348"
"El Pirlar","restaurant","Via Volpare","Villafranca di Verona","Verona","37062","45.3308762","10.8240744"
"Ristorante Sant'Eufemia","restaurant","Via Francesco Emilei","Verona","Verona","37121","45.4433532","10.9944104"
"Yan","restaurant","Via Teatro Filarmonico","Verona","Verona","37122","45.4390536","10.990946"
"Tigella Bella","restaurant","Via Sottoriva","Verona","Verona","37121","45.4443315","11.0006213"
"Osteria Nori","restaurant","Via Ponte Nuovo","Verona","Verona","37121","45.4434837","11.0007229"
"Trattoria Vecio Mulin","restaurant","Via Sottoriva","Verona","Verona","37121","45.4449375","11.0008113"
"Macafame","restaurant","Via delle Fogge","Verona","Verona","37121","45.4437732","10.9977511"
"San Quirico","restaurant","Via Gaetano Donizetti","Sona","Verona","37060","45.4375854","10.8241985"
"Pizzeria Amabile","restaurant","Via Bosco","Palazzolo","Verona","37060","45.4431266","10.819974"
"Pizzeria dai Beghini","restaurant","Via Discesa Chiesa","Sona","Verona","37060","45.4328972","10.8324487"
"Edelweiss","restaurant","Via Prada","San Zeno di Montagna","Verona","37010","45.6731492","10.7802088"
"Ristorante Tamburino Sardo","restaurant","Strada del Tamburino Sardo","Sommacampagna","Verona","37066","45.3784775","10.8149127"
"Al Lumicino","restaurant","Via Gabbia","Isola della Scala","Verona","37063","45.2437462","11.0518105"
"Bengio","restaurant","Via Gardesana","Lazise","Verona","37017","45.4993696","10.7370018"
"Cristina","restaurant","Gardesana Orientale","Lazise","Verona","37017","45.4995724","10.7369634"
"Gem's Brew Pub","restaurant","Gardesana Orientale","Lazise","Verona","37017","45.494638","10.739181"
"L'Unico","restaurant","Via Copernico","Cisano","Verona","37011","45.5355357","10.7280452"
"Gio","restaurant","Via Santa Cristina","Cisano","Verona","37011","45.5432533","10.7245972"
"I Remenghi","restaurant","Via San Rocco","Roverè Veronese","Verona","37028","45.5524885","11.0858469"
"Ca' del Diaolo","restaurant","Via Guglielmo Marconi","Sant'Andrea","Verona","37030","45.5847252","11.1526878"
"Anselmi","restaurant","Piazza delle Erbe","Verona","Verona","37121","45.4431628","10.9974555"
"Agriturismo La Perlara","restaurant","Via Trezzolano","Verona","Verona","37141","45.5024626","11.0814496"
"Osteria Al Parigino","restaurant","Via Trezzolano","Verona","Verona","37141","45.500045","11.0776409"
"","restaurant","Strada della Genovesa","Verona","Verona","37135","45.3963035","10.9737156"
"Trattoria Osteria del popolo","restaurant","Via Torrente Vecchio","Verona","Verona","37127","45.4724146","10.9887737"
"Osteria a la Carega","restaurant","Via Cadrega","Verona","Verona","37121","45.4451743","10.9945003"
"Trattoria Cappuccini","restaurant","Via Franco Faccio","Verona","Verona","37122","45.428165","10.9946268"
"Ristorante Antica Torretta","restaurant","Piazza Broilo","Verona","Verona","37121","45.4474123","10.9990128"
"Osteria il borgo dei templari","restaurant","Via Michelangelo Buonarroti","Valeggio sul Mincio","Verona","37067","45.3535755","10.7232168"
"Pizzeria Sorriso","restaurant","Via Beniamino Romagnoli","Verona","Verona","37139","45.4389101","10.9423734"
"Trattoria Alberti","restaurant","Piazza Vittoria","Velo Veronese","Verona","37030","45.6055849","11.095702"
"Pizzeria Lessinia","restaurant","Piazza Vittoria","Velo Veronese","Verona","37030","45.6056187","11.0960724"
"Pizzeria Da Nello","restaurant","Viale Vittorio Bachelet","Bussolengo","Verona","37012","45.4632652","10.8653176"
"Pizza d'asporto Happy pizza","restaurant","Via San Pietro","Valeggio sul Mincio","Verona","37067","45.3566702","10.7400938"
"da Battista","restaurant","Via Macello","Spinimbecco","Verona","37049","45.1598708","11.3635663"
"Pizzeria Ristorante Dell'Epoca","restaurant","Via dei Lamberti","Verona","Verona","37134","45.4078554","10.9993151"
"Bordovasca","restaurant","Viale Olimpia","Villafranca di Verona","Verona","37069","45.3515613","10.8289125"
"Alla Fedeltà","restaurant","Via Rodi","Verona","Verona","37139","45.4430569","10.9386598"
"Pepenero","restaurant","Via Beniamino Romagnoli","Verona","Verona","37139","45.439004","10.9442724"
"Pizza & Cafè","restaurant","Via Scala","Verona","Verona","37121","45.4408029","10.9968493"
"La Fontanina","restaurant","Portichetti Fontanelle Santo Stefano","Verona","Verona","37128","45.4492157","11.0006247"
"Locanda Castelvecchio","restaurant","Corso Castelvecchio","Verona","Verona","37121","45.4389894","10.9873216"
"Osteria alla busa","restaurant","Piazza Pozza","Verona","Verona","37123","45.4413588","10.9775984"
"La Negra Tomasa","restaurant","Piazza Villafranchetta","Villafranca di Verona","Verona","37069","45.3537241","10.8445824"
"Al Gondoliere","restaurant","Piazza Vittorio Emanuele","Malcesine","Verona","37018","45.7646792","10.8079125"
"Ristorante Pizzeria Grotta Azzurra","restaurant","Via Scuderlando","Verona","Verona","37135","45.417593","10.9858762"
"La Molinara","restaurant","Piazzetta Ottolini","Verona","Verona","37121","45.4447629","10.9941807"
"Gran Caffè Excelsior","restaurant","Via Portici","Verona","Verona","37121","45.442316","10.9969872"
"Osteria le Vecete","restaurant","Via Pellicciai","Verona","Verona","37121","45.4421233","10.9956148"
"Piscaria del Bugiardo","restaurant","Corso Sant'Anastasia","Verona","Verona","37121","45.4448029","10.9992185"
"Osteria Ponte di Pietra","restaurant","Ponte Pietra","Verona","Verona","37121","45.447374","10.9995787"
"La Locanda della seconda Balena","restaurant","Vicolo Balena","Verona","Verona","37121","45.44171","10.9954445"
"Trattoria Pane e Vino","restaurant","Via Giuseppe Garibaldi","Verona","Verona","37121","45.4458897","10.9955794"
"Caffè le Fogge","restaurant","Via delle Fogge","Verona","Verona","37121","45.4439617","10.9975714"
"Osteria Monte Baldo","restaurant","Via Rosa","Verona","Verona","37121","45.4445984","10.9969441"
"Osteria del Bugiardo","restaurant","Corso Porta Borsari","Verona","Verona","37121","45.4429644","10.9955694"
"Tapasotto","restaurant","Galleria Pellicciai","Verona","Verona","37121","45.44177","10.9949201"
"Oste Scuro","restaurant","Vicolo San Silvestro","Verona","Verona","37122","45.4383268","10.9876826"
"Osteria Casa Vino","restaurant","Vicolo Morette","Verona","Verona","37121","45.4393147","10.9891642"
"Osteria San Bernardino","restaurant","Via Aurelio Saffi","Verona","Verona","37123","45.4375439","10.9805534"
"Ristorante Alla Bassona","restaurant","Via Elvira Miniscalchi","Verona","Verona","37026","45.4593261","10.9017495"
"Ristorante Pizzeria Al Ventitre","restaurant","Via Albarello","Lazise","Verona","37017","45.5063922","10.7315885"
"Pizzeria Dal Baffo","restaurant","Vicolo Aleardo Gafforini","Lazise","Verona","37017","45.5058796","10.7328756"
"Al Marciapiè","restaurant","Via Arco","Lazise","Verona","37017","45.5058526","10.731687"
"Ristorante Pizzeria Berengario","restaurant","Piazza Chiesa","Albisano","Verona","37010","45.6108515","10.6861512"
"Ristorante Arche","restaurant","Via Arche Scaligere","Verona","Verona","37121","45.4436941","10.9991554"
"Osteria Bertoldo","restaurant","Vicolo Cadrega","Verona","Verona","37121","45.444811","10.994569"
"Osteria Sgarzarie","restaurant","Corte Sgarzarie","Verona","Verona","37121","45.4433655","10.9955948"
"Casa Lady Garda","restaurant","Via Verdi","Garda","Verona","37016","45.5747746","10.7078294"
"Jolly","restaurant","Via Marco Polo","Garda","Verona","37016","45.5763457","10.7127789"
"Al Pie` Della Creta","restaurant","Via Bacilieri","Molina","Verona","37022","45.6116141","10.9098025"
"Hotel Ristorante Pizzeria Oliveto","restaurant","Via Santa Francesca","Navene","Verona","37018","45.799459","10.8377981"
"Ristorante Pizzeria ""Al Laghetto Cicogna""","restaurant","Via Dossi","Cicogna","Verona","36026","45.2763958","11.4868139"
"Ristorante al lago delle Rose","restaurant","Via Giovanni Verga","Zevio","Verona","37059","45.3554563","11.0543821"
"Ristorante Pizzeria Paradiso","restaurant","Lungolago Vittorio Veneto","Albisano","Verona","37010","45.6114174","10.6863274"
"Corte Farina","restaurant","Corte Farina","Verona","Verona","37121","45.4414187","10.9942194"
"Pizzeria Siè Borghi","restaurant","Via Paolo Caliari","Verona","Verona","37131","45.4458033","11.0228484"
"Enoteca Ristorante Villa Gritti","restaurant","Via Villabella","San Bonifacio","Verona","37047","45.3993701","11.2438702"
"Villa Canova","restaurant","Via Santa Teresa","Roverchiara","Verona","37050","45.2617863","11.2276355"
"Bar Osteria San Zeneto","restaurant","Stradone Antonio Provolo","Verona","Verona","37121","45.4393557","10.9856415"
"Tre Camini","restaurant","Località Albarella","Albarè","Verona","37010","45.5783431","10.751203"
"Trattoria Il Feudo","restaurant","Via Antonio della Torre","Mezzane di Sotto","Verona","37030","45.4925168","11.1064216"
"La Locanda","restaurant","Via Municipio","San Martino Buon Albergo","Verona","37036","45.4576524","11.1069998"
"Pepenero Pizza & Grill","restaurant","Via San Vito","Zimella","Verona","37040","45.3477654","11.3732872"
"Trattoria - Pizzeria 'La Cola'","restaurant","Strada per Montecchio","Verona","Verona","37127","45.4980103","10.9957111"
"Dal Mori","restaurant","Via Roma","Sommacampagna","Verona","37066","45.4150547","10.895673"
"Pizzeria Trattoria Acquario","restaurant","Via San Felice","Cologna Veneta","Verona","37044","45.3067857","11.4047943"
"Villa Eva","restaurant","Via Primo Maggio","Costermano sul Garda","Verona","37010","45.5873662","10.7471997"
"La Quercia","restaurant","Via Tonale","Verona","Verona","37126","45.4452172","10.9907415"
"PizzaExpress","restaurant","Via Giovanna Murari Brà","Verona","Verona","37136","45.420834","10.9766391"
"","restaurant","Via Roveggia","Verona","Verona","37136","45.4211419","10.9773245"
"Tutti i gusti","restaurant","Via Roveggia","Verona","Verona","37136","45.4199667","10.9753742"
"Pizzeria Corte Fusina","restaurant","Via Fusina","Grezzana","Verona","37023","45.5156598","11.0159766"
"Pizzeria E Gelateria Da Pierina","restaurant","Via Crosara","Grezzana","Verona","37023","45.5723812","10.9921213"
"Pizzeria Da Mirko","restaurant","Via Roma","Grezzana","Verona","37023","45.5196701","11.0165149"
"Magnum Sev","restaurant","Via Olmo","Verona","Verona","37141","45.4556357","11.060062"
"Le Guardie Ristorante","restaurant","Via Guardie","Costermano sul Garda","Verona","37010","45.5835106","10.7403047"
"Agriturismo la Pace","restaurant","Via Galileo Ferraris","Valeggio sul Mincio","Verona","37067","45.2954922","10.7325667"
"Ristorante Pizzeria Primavera","restaurant","Via Giacomo Muraro","Lonico","Verona","37020","45.5748619","11.0383152"
"Ristorante Veneranda","restaurant","Villaggio Termine","Corbiolo","Verona","37021","45.5891338","11.0339873"
"Ristorante e Locanda Guglielmini","restaurant","Via Lessini","Lonico","Verona","37020","45.5746437","11.0397644"
"Agriturismo Corte Verzè","restaurant","Località Cambran","Cazzano di Tramigna","Verona","37030","45.4785702","11.2151632"
"Opificio dei sensi","restaurant","Via Brolo Musella","San Martino Buon Albergo","Verona","37036","45.4434089","11.0798171"
"Trattoria al Pescatore","restaurant","Via Alessandro Manzoni","Garda","Verona","37016","45.5754106","10.7074431"
"June Beach Restaurant","restaurant","Via Gardesana","Assenza","Verona","37132","45.7283558","10.7813607"
"Re Gallo","restaurant","Via Rezzola","Sommacampagna","Verona","37066","45.4160892","10.86323"
"Dolci Colli - Bike & Family Hotel","restaurant","Via Mantova","Peschiera del Garda","Verona","37019","45.4271572","10.6857494"
"Trattoria Begnoni","restaurant","Via Francesco Miniscalchi","Mozzecane","Verona","37060","45.3205325","10.8302565"
"Croce del Vento Agriturismo","restaurant","Via Verdella","Tregnago","Verona","37039","45.5337046","11.1817974"
"La Genuina","restaurant","Via Enrico Fermi","Verona","Verona","37135","45.401584","10.9724004"
"Brunelli Winery","restaurant","Via Cariano","San Pietro in Cariano","Verona","37029","45.5168776","10.8736093"
"Sushi Noi","restaurant","Via Giulio Pastore","Peschiera del Garda","Verona","37019","45.4501766","10.6644299"
"Pizza al taglio da Bobo","restaurant","Via Aniene","Verona","Verona","37136","45.4173112","10.9598569"
"Trattoria Albarelle","restaurant","Via Crocetta","Gazzo Veronese","Verona","37060","45.1610818","11.1298797"
"Trattoria Dal Gal","restaurant","Via Don Gregorio Segala","Verona","Verona","37139","45.4414936","10.9421916"
"La Carbonaia","restaurant","Vicolo Draga","Peschiera del Garda","Verona","37019","45.443412","10.6955535"
"","restaurant","Borgo Giuseppe Garibaldi","Bardolino","Verona","37011","45.5498048","10.7225403"
"Osteria al Capitel","restaurant","Via Gardesana dell'Acqua","Bardolino","Verona","37011","45.55261","10.7209509"
"Cucina typica","restaurant","Via Toscanini","Bardolino","Verona","37011","45.5482294","10.7234547"
"Cordonega","restaurant","Piazetta Cordonega","Lazise","Verona","37017","45.5055782","10.7328869"
"Trattoria Pizzeria Da Giuseppe","restaurant","Viale Dante Alighieri","Bardolino","Verona","37011","45.5486863","10.7202487"
"Osteria Enoteca - Corte Torcolo","restaurant","Via Vittorio Veneto","Cavaion Veronese","Verona","37010","45.5382147","10.7678916"
"Ristorante La Magnolia","restaurant","Via Berengario","Cavaion Veronese","Verona","37010","45.5363237","10.7668258"
"Il posto castello","restaurant","Via Strada Nuova","Illasi","Verona","37031","45.4677893","11.1949277"
"Aristopizza","restaurant","Via Sansini","Vestenanova","Verona","37030","45.6252425","11.2141142"
"Ristorante Cinese Asia","restaurant","Via Cornelio Nepote","Verona","Verona","37131","45.4466908","11.0321014"
"La Griglia","restaurant","Via Leoncino","Verona","Verona","37121","45.4385703","10.9958355"
"Nastro Azzurro","restaurant","Vicolo Listone","Verona","Verona","37121","45.439493","10.9924151"
"Trattoria dal Taio","restaurant","Via Fratelli Alessandri","Verona","Verona","37124","45.4754717","10.950321"
"Al Castel","restaurant","Località Castèl","Brentino","Verona","37020","45.6444394","10.8768719"
"La Cantinetta","restaurant","Via San Martino","Bardolino","Verona","37011","45.5466645","10.7206495"
"Agli Oleandri","restaurant","Piazza Betteloni","Bardolino","Verona","37011","45.5481407","10.7208624"
"Due Torri","restaurant","Via Berto Barbarani","Bardolino","Verona","37011","45.5482005","10.7206671"
"Bencistò","restaurant","Viale Dante Alighieri","Bardolino","Verona","37011","45.5510866","10.7190418"
"Club della Mezza Eta'","restaurant","Piazzale Gramsci","Bardolino","Verona","37011","45.5521686","10.718653"
"Ristorante Tre Risotti","restaurant","Via Luigia Poloni","Verona","Verona","37122","45.4357193","10.9861713"
"Il vicoletto trattoria","restaurant","Via Santa Maria in Chiavica","Verona","Verona","37121","45.4440393","10.9993798"
"Il Conte del Pesin","restaurant","Lungadige Bartolomeo Rubele","Verona","Verona","37121","45.4408518","11.0006075"
"Locanda Gallehus","restaurant","Via Peschiera","Pacengo","Verona","37017","45.4654361","10.719675"
"Bauli in Autostrada","restaurant","Autostrada Serenissima","Sommacampagna","Verona","37066","45.4137395","10.8693702"
"Al Caminetto","restaurant","","Bosco Chiesanuova","Verona","37021","45.6856243","11.0861364"
"Pizzeria La Caneva","restaurant","Piazza Borgo","Bosco Chiesanuova","Verona","37021","45.6216654","11.0310473"
"Ristorante Pizzeria da Guido","restaurant","Località Pasquali","Valeggio sul Mincio","Verona","37067","45.3875312","10.7366858"
"Ristorante La Terrazza","restaurant","Via Cristoforo Colombo","Bardolino","Verona","37011","45.5455311","10.7232958"
"Ristorante pizzeria Athena","restaurant","Via Sandro Pertini","Rubiana","Verona","37013","45.6067207","10.7924789"
"Albergo ristorante al Vignol","restaurant","Via Giulio Sandri","Rubiana","Verona","37013","45.607144","10.8000943"
"Zucchi","restaurant","SC","Selva di Progno","Verona","37030","45.623128","11.1593661"
"La Taverna","restaurant","Via Umberto 1°","San Giovanni Ilarione","Verona","37035","45.5237343","11.2360559"
"HC sushi","restaurant","Via Gardesana","Lazise","Verona","37017","45.5081064","10.7340451"
"Crocca","restaurant","Piazzetta Alcide De Gasperi","Verona","Verona","37122","45.4365133","10.9947873"
